feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Cysteine_122	Dysbiosis_Index	Dysbiosis_Index	-0.177120167385072	0.0520435938784099	249	249	0.00102373982132001	0.0187940295555763
Maleamate_114	Dysbiosis_Index	Dysbiosis_Index	-0.221493687738132	0.0660312323553755	249	248	0.00111621784700183	0.0201904110560625
Cholate_407.3	Dysbiosis_Index	Dysbiosis_Index	0.784338299240108	0.237162289223295	249	243	0.00115567858919905	0.0203069237816404
Stachydrine_144.1	Dysbiosis_Index	Dysbiosis_Index	-0.381415468557757	0.115247145620836	249	249	0.00115328830748951	0.0203069237816404
Guaiacol_123	Dysbiosis_Index	Dysbiosis_Index	-0.213189675386365	0.0647353117095799	249	246	0.00117901364203154	0.0204251659112506
Aspartate_134	Dysbiosis_Index	Dysbiosis_Index	-0.291126948095773	0.0889174874853917	249	249	0.00127899919513684	0.0213178271550087
Decanoic.acid_171.1	Dysbiosis_Index	Dysbiosis_Index	-0.249556564133164	0.0750367493818962	249	249	0.00125116698019617	0.0213178271550087
Phenylpyruvate_163	Dysbiosis_Index	Dysbiosis_Index	-0.263244666955043	0.0787656254323053	249	249	0.00128253594265906	0.0213178271550087
Cystine_241	Dysbiosis_Index	Dysbiosis_Index	0.809739463455179	0.245091590151023	249	169	0.00133839016932414	0.0219495987769158
Paraxanthine_181.1	Dysbiosis_Index	Dysbiosis_Index	-0.55622046681858	0.170409692823877	249	144	0.00141001709195871	0.0228200134619633
Salicylate_137	Dysbiosis_Index	Dysbiosis_Index	-0.230465827153317	0.0702383066086208	249	249	0.00152721022914438	0.0243956958681505
Tyramine_138.1	Dysbiosis_Index	Dysbiosis_Index	0.57474185146319	0.178991431882673	249	249	0.00155202456267577	0.0244742334883487
Dopamine_154.1	Dysbiosis_Index	Dysbiosis_Index	-0.259009093110045	0.0804786601092361	249	249	0.00159578636422893	0.0248457876962226
X3.Hydroxybenzyl.Alcohol_123	Dysbiosis_Index	Dysbiosis_Index	-0.231946561322436	0.0721441766042571	249	249	0.00174175017858888	0.0265157697405996
Acetoacetate_101	Dysbiosis_Index	Dysbiosis_Index	-0.200746761483371	0.0624031918754182	249	249	0.00176771798270664	0.0265157697405996
Glyceraldehyde.3.phosphate_169	Dysbiosis_Index	Dysbiosis_Index	-0.511042400224592	0.160662896748655	249	179	0.00175567569955643	0.0265157697405996
N.Acetyl.L.Aspartic.Acid_174	Dysbiosis_Index	Dysbiosis_Index	-0.344345571376067	0.109413754601216	249	249	0.00195814247110022	0.0290182558970273
CMP_322	Dysbiosis_Index	Dysbiosis_Index	-0.492619356514205	0.156398419997658	249	214	0.0020262536729539	0.0296701430682535
Salsolinol_180.1	Dysbiosis_Index	Dysbiosis_Index	-0.287131749392344	0.0906763797887174	249	248	0.00215201004452643	0.0311408512325589
DHAP_169	Dysbiosis_Index	Dysbiosis_Index	-0.524296357778733	0.168986809095038	249	179	0.00225413536806008	0.0322393779385338
N.Acetylglycine_116	Dysbiosis_Index	Dysbiosis_Index	-0.211909931066056	0.0679220158998411	249	249	0.00232841665635762	0.032918994107125
Citrulline_176.1	Dysbiosis_Index	Dysbiosis_Index	-0.358715038124631	0.115362704723589	249	249	0.00235652799137507	0.0329378344249016
Crotonic.acid_85	Dysbiosis_Index	Dysbiosis_Index	-0.268749330964705	0.0865607324000755	249	249	0.00241302717321791	0.0333485777871688
Arachidic.acid_311.3	Dysbiosis_Index	Dysbiosis_Index	-0.324918496316797	0.103325335422023	249	249	0.00253368863183323	0.0346270779683874
X10.Hydroxydecanoic.acid_187.1	Dysbiosis_Index	Dysbiosis_Index	-0.275892286676365	0.0897783179010073	249	244	0.00259578306478706	0.0350858590075614
Guanine_152.1	Age	Age	0.269439854734863	0.0884596979447637	249	249	0.00264585599807546	0.0353739443220959
Undecanoic.acid_185.2	Dysbiosis_Index	Dysbiosis_Index	-0.253768198728906	0.0821238722935015	249	249	0.00276971995870001	0.0366317800989356
X2.Acetamido.2.Deoxy.Beta.D.Glucosylamine_221.1	Age	Age	-0.685374482205568	0.220661439371865	249	242	0.00298640390059581	0.0390774127418387
Salicylamide_136	Dysbiosis_Index	Dysbiosis_Index	-0.219008763260504	0.0704231436521423	249	249	0.0030847155348355	0.0399389485036596
Myo.Inositol_179.1	Dysbiosis_Index	Dysbiosis_Index	0.372002229813783	0.12394054051466	249	249	0.00314991434937445	0.0403582776013602
X2.Phosphoglycerate_185	Dysbiosis_Index	Dysbiosis_Index	-0.462560549855799	0.152608948240705	249	171	0.00328542550139201	0.0416605501722905
X6.Hydroxynicotinate_138	Dysbiosis_Index	Dysbiosis_Index	-0.171657396913405	0.0573457495677842	249	249	0.00342078265861919	0.0427187272735286
Methyl.Jasmonate_225.1	Age	Age	-0.29697829899719	0.100249287239686	249	234	0.00343833658543035	0.0427187272735286
Phosphoserine_186	Dysbiosis_Index	Dysbiosis_Index	-0.684274592203699	0.224505589599332	249	123	0.00353894660604449	0.0435290432543472
Creatinine_114.1	Dysbiosis_Index	Dysbiosis_Index	0.858720400657421	0.291319477216194	249	244	0.00368457387506485	0.0448715432309878
N.Acetylneuraminate_310.1	Age	Age	-0.484305732096796	0.16041700950775	249	249	0.00383824644091548	0.0462847364933925
X2.3.Dihydroxybenzoate_153	Dysbiosis_Index	Dysbiosis_Index	-0.281955127647283	0.0957934400855364	249	248	0.00405225975272953	0.0479257643832434
Deoxyguanosine_268.1	Dysbiosis_Index	Dysbiosis_Index	-0.278818637377036	0.0939727376406256	249	248	0.00404502373777192	0.0479257643832434
Norepinephrine_170.1	Dysbiosis_Index	Dysbiosis_Index	-0.303864409044245	0.102299263240638	249	229	0.00411976702945202	0.0482601280592951
X3.hydroxybutyric.acid_103	Dysbiosis_Index	Dysbiosis_Index	-0.223720357283869	0.0766364012037265	249	249	0.00419611545870497	0.0486907737189351
Shikimate_173	Age	Age	0.742287964609438	0.249238192660277	249	249	0.00426413168734223	0.0490175885554294
Glycerol_91	Dysbiosis_Index	Dysbiosis_Index	-0.250805064611959	0.0847484847012869	249	249	0.00436731451519717	0.0497388597564122
L.Dopa_198.1	Dysbiosis_Index	Dysbiosis_Index	-0.220113404470099	0.0765164220850145	249	245	0.00457217350200888	0.0511252127951902
Maleimide_98	Dysbiosis_Index	Dysbiosis_Index	-0.207492227464863	0.0712032294495438	249	241	0.00454821972899611	0.0511252127951902
Nonadecanoic.acid_297.3	Dysbiosis_Index	Dysbiosis_Index	-0.337277327937618	0.112191470331022	249	240	0.00479235433437253	0.0531044669484523
X4.Hydroxybenzoate_137	Dysbiosis_Index	Dysbiosis_Index	-0.277103862802291	0.0967495853737172	249	249	0.00484982267271138	0.0531186404595561
Picolinate_122	Dysbiosis_Index	Dysbiosis_Index	-0.14301182512598	0.0496038191007179	249	249	0.00488000518043076	0.0531186404595561
Sarcosine_90.1	Gender	Male	-0.788217494021632	0.277583522217771	249	208	0.00500407161432122	0.0539912989966236
N.Acetylmethionine_192.1	Gender	Male	-0.634637280407596	0.212910945900063	249	248	0.0051004561632041	0.0545527050499221
N.Acetyl.L.glutamine_189.1	Dysbiosis_Index	Dysbiosis_Index	-0.206568385878989	0.0720260371377232	249	249	0.00522282765604385	0.0553799829046029
Fructose_179.1	Dysbiosis_Index	Dysbiosis_Index	0.259170266711076	0.092029010553516	249	249	0.00537290696162681	0.056033087035846
Raffinose_503.2	Dysbiosis_Index	Dysbiosis_Index	0.366440877708929	0.130080962881556	249	248	0.00538686071328717	0.056033087035846
Tryptophan_205.1	Dysbiosis_Index	Dysbiosis_Index	0.293235936517346	0.104127989416095	249	249	0.00542108728232981	0.056033087035846
Trigonelline_138.1	Dysbiosis_Index	Dysbiosis_Index	-0.420852311452756	0.149784057276002	249	249	0.00549053873948922	0.0562780220797645
Adipate_145.1	Dysbiosis_Index	Dysbiosis_Index	-0.279039249125323	0.100100794648056	249	249	0.00598594529532936	0.0608488653988026
X4.Coumarate_163	Dysbiosis_Index	Dysbiosis_Index	-0.212251824855872	0.0756350627842224	249	249	0.0061620893253787	0.0621259825427524
Xylose_149	Dysbiosis_Index	Dysbiosis_Index	-0.249950363173752	0.0905452090538808	249	249	0.00633072973255143	0.0633072973255143
X3.Dehydroshikimate_171	Dysbiosis_Index	Dysbiosis_Index	-0.269008494908466	0.0982507144426295	249	248	0.00699826976947971	0.0661715122348058
X3.Methoxytyrosine_210.1	Dysbiosis_Index	Dysbiosis_Index	-0.178665859052614	0.0652987467831558	249	249	0.00681131309792473	0.0661715122348058
X3.Methyladenine_150.1	Dysbiosis_Index	Dysbiosis_Index	-0.233058808729641	0.0848413652838549	249	249	0.00683822528077868	0.0661715122348058
Cytosine_112.1	Gender	Male	0.985366491391113	0.349426029722211	249	227	0.00693062589692288	0.0661715122348058
Glucosamine.6.Phosphate_260.1	Dysbiosis_Index	Dysbiosis_Index	-0.677890813328501	0.246698786080136	249	170	0.00671849332278166	0.0661715122348058
Lumichrome_241.1	Dysbiosis_Index	Dysbiosis_Index	-0.287193125701993	0.105148320861316	249	248	0.00704753504289396	0.0661715122348058
N.Acetylglucosamine_222.1	Age	Age	-0.391434636637443	0.13932955126837	249	249	0.00698569487874572	0.0661715122348058
Pterin_164.1	Dysbiosis_Index	Dysbiosis_Index	-0.442702261032939	0.161633188079211	249	201	0.00692543706340774	0.0661715122348058
X3.Amino.4.Hydroxybenzoate_152	Dysbiosis_Index	Dysbiosis_Index	-0.214457852826976	0.0789228953712586	249	249	0.00718339956910577	0.0664329433834593
Mandelate_151	Dysbiosis_Index	Dysbiosis_Index	-0.408492728733884	0.14909510089529	249	249	0.00713440254537115	0.0664329433834593
Histamine_112.1	Age	Age	0.619403819579867	0.22208389472617	249	249	0.00735063526929038	0.0674722491136355
X2.Acetamido.2.Deoxy.Beta.D.Glucosylamine_221.1	Gender	Male	1.24033131841466	0.445724992403328	249	242	0.00747453401758727	0.0676005650120025
Glycerol.3.phosphate_171	Dysbiosis_Index	Dysbiosis_Index	-0.369393748574151	0.13568171870473	249	245	0.0074393223791951	0.0676005650120025
GABA_104.1	Dysbiosis_Index	Dysbiosis_Index	0.263361887267469	0.0966156591386836	249	249	0.00766519526487043	0.0688189063926324
Orotate_155	Gender	Male	0.809046218218003	0.300496048467357	249	245	0.00772168061992302	0.0688236750906182
Cytidine_244.1	Age	Age	0.377481738935781	0.13594035649423	249	249	0.00783688151685388	0.0688526018980734
Farnesyl.pyrophosphate_381.1	Dysbiosis_Index	Dysbiosis_Index	-0.618523073333231	0.22998146097163	249	117	0.00778706712996485	0.0688526018980734
Propionyl.carnitine_218.1	Gender	Male	-0.683803692049495	0.242804485334526	249	249	0.00802681233223827	0.0700211288556955
X3.Hydroxykynurenine_225.1	Dysbiosis_Index	Dysbiosis_Index	-0.441718612302322	0.163587546150145	249	112	0.00839208308272793	0.0716823763316344
Ascorbic.acid_175	Dysbiosis_Index	Dysbiosis_Index	-0.25486625998184	0.0956074688747854	249	249	0.00834938683005602	0.0716823763316344
Guanosine_284.1	Age	Age	0.341905360037735	0.122959400477951	249	249	0.00828577934888234	0.0716823763316344
Mesaconic.acid_129	Age	Age	0.236250124560964	0.0864729870108772	249	249	0.00866131695855087	0.0725477932504204
Paraxanthine_181.1	Age	Age	0.537977447411497	0.196998824445665	249	144	0.00867034602261122	0.0725477932504204
Thymidine_241.1	Dysbiosis_Index	Dysbiosis_Index	-0.521775584453103	0.195090502748617	249	222	0.00862004836233749	0.0725477932504204
Glutarate_131	Dysbiosis_Index	Dysbiosis_Index	-0.295074587011089	0.111631122433466	249	249	0.00888854698729053	0.0733752536534721
Omega.Hydroxydodecanoate_215.2	Dysbiosis_Index	Dysbiosis_Index	-0.334294232727527	0.12490721178079	249	221	0.00886912118610386	0.0733752536534721
X2.Hydroxypyridine_96	Dysbiosis_Index	Dysbiosis_Index	-0.224752265628043	0.085316182727839	249	249	0.00911772295559538	0.0738979654728007
Citrate_191	Age	Age	0.409379834072249	0.150816852329412	249	249	0.00915911831838464	0.0738979654728007
Lignoceric.acid_367.4	Dysbiosis_Index	Dysbiosis_Index	-0.50061515330525	0.187301424542558	249	229	0.0091921859490557	0.0738979654728007
Stearic.acid_283.3	Dysbiosis_Index	Dysbiosis_Index	-0.259885075590819	0.0975432952375488	249	249	0.00907901309294265	0.0738979654728007
Asparagine_133.1	Dysbiosis_Index	Dysbiosis_Index	-0.349255823063597	0.131673086073911	249	239	0.00941032635488154	0.0751603988084694
Pyridoxine_170.1	Dysbiosis_Index	Dysbiosis_Index	-0.31185132938711	0.118342308236939	249	249	0.00954972795882871	0.0757817121894149
Dehydroascorbate_173	Gender	Male	-0.437956705505384	0.162391099691326	249	229	0.00989646552805038	0.0778938885102929
Xanthosine_285.1	Age	Age	0.734024208295083	0.2734431521068	249	174	0.00994255324887479	0.0778938885102929
X3.4.Dihydroxybenzoate_153	Dysbiosis_Index	Dysbiosis_Index	-0.235239222686196	0.0906452207394646	249	216	0.0104493237355845	0.079362749854997
Behenic.acid_339.3	Dysbiosis_Index	Dysbiosis_Index	-0.361506856750898	0.137552605254012	249	241	0.0103746712123724	0.079362749854997
Diethanolamine_106.1	Dysbiosis_Index	Dysbiosis_Index	-0.240204573298857	0.0925398421262224	249	246	0.0101974043440543	0.079362749854997
Glutamate_148.1	Dysbiosis_Index	Dysbiosis_Index	-0.201272092491713	0.0777709033636366	249	249	0.0104526548589508	0.079362749854997
Heptanoic.acid_129.1	Dysbiosis_Index	Dysbiosis_Index	-0.247968059362445	0.0956373798726455	249	249	0.0103772840238992	0.079362749854997
X3.hydroxybutyric.acid_103	Age	Age	-0.235189982191781	0.0881981133711213	249	249	0.0105667083235915	0.0797365106626847
Sarcosine_90.1	Dysbiosis_Index	Dysbiosis_Index	-0.344170409638136	0.133525434093558	249	208	0.0106996288898018	0.0802472166735137
X2.hydroxyglutarate_147	Age	Age	0.262787164590181	0.099752957410126	249	249	0.0111043485562415	0.0827778710556186
Oxoadipate_159	Dysbiosis_Index	Dysbiosis_Index	-0.211224392752628	0.0825801793138289	249	249	0.0114186305289353	0.0846079250035565
Indole.3.Methyl.Acetate_190.1	Age	Age	0.547526745944226	0.208794820815842	249	240	0.0115359767297536	0.0849655771113591
Succinic.Acid_117	Dysbiosis_Index	Dysbiosis_Index	0.369393165205818	0.14553465264651	249	249	0.0119538760969116	0.0875194499952455
Uridine_243.1	Dysbiosis_Index	Dysbiosis_Index	-0.266977828868287	0.104800583642592	249	249	0.0120892934859101	0.0879871656075112
cis.7.10.13.16.Docosatetraenoic.acid_331.3	Age	Age	-0.759946342218678	0.290318001275368	249	136	0.0121788855883518	0.0881178192568986
Dimethylarginine_203.2	Gender	Male	1.06789329176212	0.411759459713229	249	248	0.012330511703943	0.0886931543616952
X2.Methylmaleate_129	Dysbiosis_Index	Dysbiosis_Index	-0.254283880129571	0.10137567784025	249	249	0.0129583810304965	0.0925642355193664
X4.Hydroxybenzaldehyde_121	Dysbiosis_Index	Dysbiosis_Index	-0.14996951953568	0.0587758159725448	249	249	0.0130191973535369	0.0925642355193664
Oxalate_89	Dysbiosis_Index	Dysbiosis_Index	-0.230262384321598	0.0921433609479571	249	249	0.0132967535327624	0.0939942922143547
Deoxyuridine_229.1	Dysbiosis_Index	Dysbiosis_Index	-0.37330270257581	0.148998411784227	249	238	0.0136375444961803	0.0958524556017241
Biotin_245.1	Dysbiosis_Index	Dysbiosis_Index	-0.222960029893528	0.0893681920453598	249	249	0.0138359579025679	0.0966944785236277
X5.Hydroxymethyluracil_141	Dysbiosis_Index	Dysbiosis_Index	-0.246207281210296	0.0989335283223819	249	200	0.0139931665316393	0.0972406487791881
Hydroquinone_109	Dysbiosis_Index	Dysbiosis_Index	-0.278782695935425	0.112071274909312	249	242	0.0145980784093211	0.0997535357970274
Nicotinamide.Mononucleotide_335.1	Dysbiosis_Index	Dysbiosis_Index	-0.560304941583698	0.226342387551018	249	198	0.0145948446964327	0.0997535357970274
Sucrose_341.1	Dysbiosis_Index	Dysbiosis_Index	0.249222122741862	0.10030464509758	249	249	0.0144381547635229	0.0997535357970274
Carnitine_162.1	Dysbiosis_Index	Dysbiosis_Index	0.288376756499095	0.117139774364468	249	249	0.014842997722222	0.100866780101288
Salicylate_137	Gender	Male	-0.390749140217646	0.154021893800312	249	249	0.0156134737609061	0.105519630362167
Quinolinate_166	Gender	Male	-0.572409783016424	0.228224105644609	249	249	0.0157672841040709	0.105976827584739
X2.Hydroxypyridine_96	Gender	Male	-0.431146320619176	0.177362213158392	249	249	0.0159809280203269	0.106829029701098
Sn.Glycero.3.Phosphocholine_258.1	Age	Age	-0.297694033274753	0.119063392595958	249	249	0.0160845682894914	0.106940643222024
Citrulline_176.1	Gender	Male	0.660347559080589	0.26463987294764	249	249	0.0163332834757957	0.108010422985101
N.Acetylputrescine_131.1	Gender	Male	1.68324630520766	0.67693592582249	249	249	0.0164625213680369	0.108282894559815
N.Acetylglutamate_190.1	Dysbiosis_Index	Dysbiosis_Index	-0.242664352871871	0.100708028561693	249	249	0.0169175561506824	0.110684010985848
S.Adenosyl.L.methionine_399.1	Dysbiosis_Index	Dysbiosis_Index	-0.429383842533469	0.177755921686554	249	185	0.0170407926221926	0.110900396430142
Methyl.Galactoside_193.1	Dysbiosis_Index	Dysbiosis_Index	-0.113730652195729	0.0468446337413146	249	249	0.0172265468438425	0.111519224304875
Proline_116.1	Dysbiosis_Index	Dysbiosis_Index	0.287776069018162	0.119764559831388	249	249	0.0176060835700711	0.113379491053337
Pyridoxal_168.1	Gender	Male	-0.450150270844868	0.178465060287385	249	249	0.0177936756444463	0.113990734597234
Methylmalonate_117	Gender	Male	-0.248813300097032	0.100181603818757	249	249	0.0182270996477401	0.116162344905287
NAD._664.1	Dysbiosis_Index	Dysbiosis_Index	-0.50196631524647	0.211007215467225	249	192	0.0183447470638758	0.116309478807047
